id,version,feature_id:START_ID,fmax,fmin,is_fmax_partial,is_fmin_partial,locgroup,phase,rank,residue_info,sequence_id:END_ID,strand,:TYPE
351666,0,351665,810797,810629,f,f,0,,0,,165764,-1,FEATURE_LOCATION
351669,0,351668,810974,810856,f,f,0,,0,,165764,-1,FEATURE_LOCATION
351672,0,351671,811323,811085,f,f,0,,0,,165764,-1,FEATURE_LOCATION
351675,0,351674,811175,808745,f,f,0,,0,,165764,-1,FEATURE_LOCATION
351679,0,351678,808370,808370,f,f,0,,0,,165764,-1,FEATURE_LOCATION
351682,0,351681,808350,808350,f,f,0,,0,,165764,-1,FEATURE_LOCATION
351688,0,351687,3022188,3010298,f,f,0,,0,,165764,-1,FEATURE_LOCATION
351690,0,351689,3010354,3010298,f,f,0,,0,,165764,-1,FEATURE_LOCATION
351693,0,351692,3011984,3011869,f,f,0,,0,,165764,-1,FEATURE_LOCATION
351696,0,351695,3012280,3012092,f,f,0,,0,,165764,-1,FEATURE_LOCATION
351699,0,351698,3022188,3022133,f,f,0,,0,,165764,-1,FEATURE_LOCATION
351702,0,351701,3022188,3010298,f,f,0,,0,,165764,-1,FEATURE_LOCATION
351709,0,351708,893932,893169,f,f,0,,0,,165764,-1,FEATURE_LOCATION
351711,0,351710,893338,893169,f,f,0,,0,,165764,-1,FEATURE_LOCATION
351714,0,351713,893704,893420,f,f,0,,0,,165764,-1,FEATURE_LOCATION
351717,0,351716,893932,893785,f,f,0,,0,,165764,-1,FEATURE_LOCATION
351720,0,351719,893932,893169,f,f,0,,0,,165764,-1,FEATURE_LOCATION
351725,0,351724,18887,14822,f,f,0,,0,,165764,-1,FEATURE_LOCATION
351727,0,351726,18887,14822,f,f,0,,0,,165764,-1,FEATURE_LOCATION
351729,0,351728,15517,14822,f,f,0,,0,,165764,-1,FEATURE_LOCATION
351732,0,351731,15766,15655,f,f,0,,0,,165764,-1,FEATURE_LOCATION
351735,0,351734,16071,15852,f,f,0,,0,,165764,-1,FEATURE_LOCATION
351738,0,351737,16337,16145,f,f,0,,0,,165764,-1,FEATURE_LOCATION
351741,0,351740,16721,16451,f,f,0,,0,,165764,-1,FEATURE_LOCATION
351744,0,351743,17362,16994,f,f,0,,0,,165764,-1,FEATURE_LOCATION
351747,0,351746,17722,17541,f,f,0,,0,,165764,-1,FEATURE_LOCATION
351750,0,351749,18009,17830,f,f,0,,0,,165764,-1,FEATURE_LOCATION
351753,0,351752,18887,18088,f,f,0,,0,,165764,-1,FEATURE_LOCATION
351756,0,351755,17905,15418,f,f,0,,0,,165764,-1,FEATURE_LOCATION
351761,0,351760,522993,517155,f,f,0,,0,,165764,-1,FEATURE_LOCATION
351763,0,351762,522993,517155,f,f,0,,0,,165764,-1,FEATURE_LOCATION
351765,0,351764,520427,517155,f,f,0,,0,,165764,-1,FEATURE_LOCATION
351768,0,351767,520885,520734,f,f,0,,0,,165764,-1,FEATURE_LOCATION
351996,0,351995,3808401,3808277,f,f,0,,0,,165764,-1,FEATURE_LOCATION
351999,0,351998,3808719,3808477,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352002,0,352001,3808932,3808810,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352005,0,352004,3809249,3809035,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352008,0,352007,3809663,3809358,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352011,0,352010,3810360,3810180,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352014,0,352013,3812446,3812011,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352017,0,352016,3814307,3814124,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352020,0,352019,3816420,3816073,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352023,0,352022,3817325,3817135,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352026,0,352025,3817774,3817705,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352029,0,352028,3825240,3825171,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352032,0,352031,3848612,3848346,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352035,0,352034,3849410,3849099,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352038,0,352037,3849410,3803977,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352045,0,352044,83883,81542,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352047,0,352046,81778,81542,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352050,0,352049,82015,81808,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352053,0,352052,82727,82096,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352056,0,352055,83015,82809,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352059,0,352058,83451,83388,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352062,0,352061,83883,83572,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352065,0,352064,83407,81863,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352069,0,352068,81806,81806,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352072,0,352071,81778,81778,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352076,0,352075,1313525,1302245,f,f,0,,0,,165764,1,FEATURE_LOCATION
352078,0,352077,1313525,1302245,f,f,0,,0,,165764,1,FEATURE_LOCATION
352080,0,352079,1302429,1302245,f,f,0,,0,,165764,1,FEATURE_LOCATION
352083,0,352082,1305492,1305342,f,f,0,,0,,165764,1,FEATURE_LOCATION
352086,0,352085,1306958,1306732,f,f,0,,0,,165764,1,FEATURE_LOCATION
352089,0,352088,1309167,1309013,f,f,0,,0,,165764,1,FEATURE_LOCATION
352092,0,352091,1310841,1310757,f,f,0,,0,,165764,1,FEATURE_LOCATION
352095,0,352094,1311131,1311047,f,f,0,,0,,165764,1,FEATURE_LOCATION
352098,0,352097,1312391,1312334,f,f,0,,0,,165764,1,FEATURE_LOCATION
352101,0,352100,1313525,1313414,f,f,0,,0,,165764,1,FEATURE_LOCATION
352104,0,352103,1313525,1302245,f,f,0,,0,,165764,1,FEATURE_LOCATION
352111,0,352110,2801286,2797413,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352113,0,352112,2797772,2797413,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352116,0,352115,2798183,2797854,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352119,0,352118,2798524,2798242,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352122,0,352121,2798704,2798600,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352125,0,352124,2798901,2798780,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352128,0,352127,2799228,2798984,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352131,0,352130,2799636,2799334,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352134,0,352133,2800389,2799714,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352137,0,352136,2800713,2800457,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352140,0,352139,2800927,2800779,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352143,0,352142,2801286,2801139,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352146,0,352145,2801194,2797441,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352151,0,352150,1005184,999051,f,f,0,,0,,165764,1,FEATURE_LOCATION
352153,0,352152,1005184,999051,f,f,0,,0,,165764,1,FEATURE_LOCATION
352155,0,352154,999055,999051,f,f,0,,0,,165764,1,FEATURE_LOCATION
352158,0,352157,999399,999137,f,f,0,,0,,165764,1,FEATURE_LOCATION
352161,0,352160,999950,999491,f,f,0,,0,,165764,1,FEATURE_LOCATION
352164,0,352163,1000425,1000045,f,f,0,,0,,165764,1,FEATURE_LOCATION
352167,0,352166,1000603,1000514,f,f,0,,0,,165764,1,FEATURE_LOCATION
352170,0,352169,1000850,1000686,f,f,0,,0,,165764,1,FEATURE_LOCATION
352173,0,352172,1001603,1000940,f,f,0,,0,,165764,1,FEATURE_LOCATION
352176,0,352175,1001834,1001682,f,f,0,,0,,165764,1,FEATURE_LOCATION
352179,0,352178,1002061,1001897,f,f,0,,0,,165764,1,FEATURE_LOCATION
352182,0,352181,1002404,1002140,f,f,0,,0,,165764,1,FEATURE_LOCATION
352185,0,352184,1002859,1002469,f,f,0,,0,,165764,1,FEATURE_LOCATION
352188,0,352187,1005184,1002969,f,f,0,,0,,165764,1,FEATURE_LOCATION
352191,0,352190,1002850,999051,f,f,0,,0,,165764,1,FEATURE_LOCATION
352196,0,352195,169716,162182,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352198,0,352197,169716,162182,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352200,0,352199,163453,162182,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352203,0,352202,164454,163535,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352206,0,352205,164897,164474,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352209,0,352208,165146,165073,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352212,0,352211,165384,165235,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352215,0,352214,165999,165590,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352218,0,352217,166407,166135,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352221,0,352220,166711,166491,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352224,0,352223,167127,166807,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352227,0,352226,167474,167212,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352230,0,352229,167817,167572,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352233,0,352232,168264,167894,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352236,0,352235,168572,168338,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352239,0,352238,169025,168650,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352242,0,352241,169716,169646,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352245,0,352244,168977,164682,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352249,0,352248,164472,164472,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352252,0,352251,163533,163533,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352255,0,352254,163453,163453,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352261,0,352260,76883,72574,f,f,0,,0,,165764,1,FEATURE_LOCATION
352263,0,352262,73381,72574,f,f,0,,0,,165764,1,FEATURE_LOCATION
352266,0,352265,74065,73822,f,f,0,,0,,165764,1,FEATURE_LOCATION
352269,0,352268,75257,74874,f,f,0,,0,,165764,1,FEATURE_LOCATION
352272,0,352271,76883,75390,f,f,0,,0,,165764,1,FEATURE_LOCATION
352275,0,352274,75558,72930,f,f,0,,0,,165764,1,FEATURE_LOCATION
352280,0,352279,1905957,1905748,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352282,0,352281,1905957,1905748,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352284,0,352283,1905800,1905748,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352287,0,352286,1905957,1905886,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352290,0,352289,1905957,1905748,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352295,0,352294,2328856,2327488,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352297,0,352296,2328856,2327488,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352299,0,352298,2327590,2327488,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352302,0,352301,2328856,2328817,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352305,0,352304,2328856,2327488,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352312,0,352311,2385506,2381515,f,f,0,,0,,165764,1,FEATURE_LOCATION
352314,0,352313,2381771,2381515,f,f,0,,0,,165764,1,FEATURE_LOCATION
352317,0,352316,2383062,2382971,f,f,0,,0,,165764,1,FEATURE_LOCATION
352320,0,352319,2383373,2383176,f,f,0,,0,,165764,1,FEATURE_LOCATION
352323,0,352322,2384127,2383884,f,f,0,,0,,165764,1,FEATURE_LOCATION
352326,0,352325,2385109,2384766,f,f,0,,0,,165764,1,FEATURE_LOCATION
352329,0,352328,2385506,2385256,f,f,0,,0,,165764,1,FEATURE_LOCATION
352332,0,352331,2385506,2381515,f,f,0,,0,,165764,1,FEATURE_LOCATION
352337,0,352336,1513571,1512676,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352339,0,352338,1513571,1512676,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352341,0,352340,1512777,1512676,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352344,0,352343,1513571,1512985,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352347,0,352346,1513571,1512676,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352354,0,352353,954692,951577,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352356,0,352355,952447,951577,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352359,0,352358,952936,952555,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352362,0,352361,953085,953007,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352365,0,352364,953427,953163,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352368,0,352367,954085,954054,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352371,0,352370,954692,954464,f,f,0,,0,,165764,-1,FEATURE_LOCATION
352374,0,352373,954481,952402,f,f,0,,0,,165764,-1,FEATURE_LOCATION
