id:ID,version,sequence_end,length,name,organism_id,seq_chunk_size,sequence_start,:LABEL
56,0,1336706,1336706,Group1.41,19,20000,0,SEQUENCE
57,0,1120978,1120978,Group1.42,19,20000,0,SEQUENCE
58,0,1524642,1524642,Group1.43,19,20000,0,SEQUENCE
59,0,606820,606820,Group1.5,19,20000,0,SEQUENCE
60,0,188607,188607,Group1.6,19,20000,0,SEQUENCE
61,0,704741,704741,Group1.7,19,20000,0,SEQUENCE
62,0,367308,367308,Group1.8,19,20000,0,SEQUENCE
63,0,219847,219847,Group1.9,19,20000,0,SEQUENCE
64,0,283798,283798,Group10.1,19,20000,0,SEQUENCE
65,0,356357,356357,Group10.10,19,20000,0,SEQUENCE
66,0,251959,251959,Group10.11,19,20000,0,SEQUENCE
67,0,110863,110863,Group10.12,19,20000,0,SEQUENCE
68,0,276731,276731,Group10.13,19,20000,0,SEQUENCE
69,0,208563,208563,Group10.14,19,20000,0,SEQUENCE
70,0,243982,243982,Group10.15,19,20000,0,SEQUENCE
71,0,146682,146682,Group10.16,19,20000,0,SEQUENCE
72,0,414500,414500,Group10.17,19,20000,0,SEQUENCE
73,0,178827,178827,Group10.18,19,20000,0,SEQUENCE
74,0,138830,138830,Group10.19,19,20000,0,SEQUENCE
75,0,136026,136026,Group10.2,19,20000,0,SEQUENCE
76,0,222229,222229,Group10.20,19,20000,0,SEQUENCE
77,0,295482,295482,Group10.21,19,20000,0,SEQUENCE
78,0,141147,141147,Group10.22,19,20000,0,SEQUENCE
79,0,1426482,1426482,Group10.23,19,20000,0,SEQUENCE
80,0,1048440,1048440,Group10.24,19,20000,0,SEQUENCE
81,0,436920,436920,Group10.25,19,20000,0,SEQUENCE
82,0,2742943,2742943,Group10.26,19,20000,0,SEQUENCE
83,0,802473,802473,Group10.27,19,20000,0,SEQUENCE
84,0,441927,441927,Group10.28,19,20000,0,SEQUENCE
85,0,1468,1468,Group10.29,19,20000,0,SEQUENCE
86,0,243387,243387,Group10.3,19,20000,0,SEQUENCE
87,0,101155,101155,Group10.4,19,20000,0,SEQUENCE
88,0,157841,157841,Group10.5,19,20000,0,SEQUENCE
89,0,196055,196055,Group10.6,19,20000,0,SEQUENCE
90,0,121941,121941,Group10.7,19,20000,0,SEQUENCE
91,0,256518,256518,Group10.8,19,20000,0,SEQUENCE
92,0,182427,182427,Group10.9,19,20000,0,SEQUENCE
93,0,656574,656574,Group11.1,19,20000,0,SEQUENCE
94,0,2864,2864,Group11.10,19,20000,0,SEQUENCE
95,0,317980,317980,Group11.11,19,20000,0,SEQUENCE
96,0,874861,874861,Group11.12,19,20000,0,SEQUENCE
97,0,220879,220879,Group11.13,19,20000,0,SEQUENCE
98,0,673851,673851,Group11.14,19,20000,0,SEQUENCE
99,0,221430,221430,Group11.15,19,20000,0,SEQUENCE
100,0,1564475,1564475,Group11.16,19,20000,0,SEQUENCE
101,0,2079,2079,Group11.17,19,20000,0,SEQUENCE
102,0,4736299,4736299,Group11.18,19,20000,0,SEQUENCE
103,0,3196,3196,Group11.19,19,20000,0,SEQUENCE
104,0,2729,2729,Group11.2,19,20000,0,SEQUENCE
105,0,982441,982441,Group11.20,19,20000,0,SEQUENCE
106,0,616190,616190,Group11.3,19,20000,0,SEQUENCE
107,0,75085,75085,Group11.4,19,20000,0,SEQUENCE
108,0,143483,143483,Group11.5,19,20000,0,SEQUENCE
109,0,1566327,1566327,Group11.6,19,20000,0,SEQUENCE
110,0,2700,2700,Group11.7,19,20000,0,SEQUENCE
111,0,436688,436688,Group11.8,19,20000,0,SEQUENCE
112,0,676425,676425,Group11.9,19,20000,0,SEQUENCE
113,0,7332,7332,Group12.1,19,20000,0,SEQUENCE
114,0,149142,149142,Group12.10,19,20000,0,SEQUENCE
115,0,704737,704737,Group12.11,19,20000,0,SEQUENCE
116,0,962,962,Group12.12,19,20000,0,SEQUENCE
117,0,2883042,2883042,Group12.13,19,20000,0,SEQUENCE
118,0,2656,2656,Group12.14,19,20000,0,SEQUENCE
119,0,130049,130049,Group12.15,19,20000,0,SEQUENCE
120,0,997192,997192,Group12.16,19,20000,0,SEQUENCE
121,0,2866936,2866936,Group12.17,19,20000,0,SEQUENCE
122,0,2823,2823,Group12.2,19,20000,0,SEQUENCE
123,0,634101,634101,Group12.3,19,20000,0,SEQUENCE
124,0,178837,178837,Group12.4,19,20000,0,SEQUENCE
125,0,659595,659595,Group12.5,19,20000,0,SEQUENCE
126,0,307788,307788,Group12.6,19,20000,0,SEQUENCE
127,0,990,990,Group12.7,19,20000,0,SEQUENCE
128,0,1208949,1208949,Group12.8,19,20000,0,SEQUENCE
129,0,367523,367523,Group12.9,19,20000,0,SEQUENCE
130,0,133627,133627,Group13.1,19,20000,0,SEQUENCE
131,0,1157304,1157304,Group13.10,19,20000,0,SEQUENCE
132,0,3959,3959,Group13.11,19,20000,0,SEQUENCE
133,0,2032061,2032061,Group13.12,19,20000,0,SEQUENCE
134,0,1409,1409,Group13.13,19,20000,0,SEQUENCE
135,0,225565,225565,Group13.14,19,20000,0,SEQUENCE
136,0,310057,310057,Group13.15,19,20000,0,SEQUENCE
137,0,353572,353572,Group13.2,19,20000,0,SEQUENCE
138,0,786567,786567,Group13.3,19,20000,0,SEQUENCE
139,0,729917,729917,Group13.4,19,20000,0,SEQUENCE
140,0,646478,646478,Group13.5,19,20000,0,SEQUENCE
141,0,313006,313006,Group13.6,19,20000,0,SEQUENCE
142,0,2277954,2277954,Group13.7,19,20000,0,SEQUENCE
143,0,1823,1823,Group13.8,19,20000,0,SEQUENCE
144,0,615200,615200,Group13.9,19,20000,0,SEQUENCE
145,0,872363,872363,Group14.1,19,20000,0,SEQUENCE
146,0,842959,842959,Group14.10,19,20000,0,SEQUENCE
147,0,6275,6275,Group14.11,19,20000,0,SEQUENCE
148,0,1588,1588,Group14.12,19,20000,0,SEQUENCE
149,0,1576258,1576258,Group14.13,19,20000,0,SEQUENCE
150,0,1130295,1130295,Group14.14,19,20000,0,SEQUENCE
151,0,1560102,1560102,Group14.15,19,20000,0,SEQUENCE
152,0,100392,100392,Group14.2,19,20000,0,SEQUENCE
153,0,353946,353946,Group14.3,19,20000,0,SEQUENCE
154,0,3357,3357,Group14.4,19,20000,0,SEQUENCE
155,0,535149,535149,Group14.5,19,20000,0,SEQUENCE
156,0,1448,1448,Group14.6,19,20000,0,SEQUENCE
157,0,456449,456449,Group14.7,19,20000,0,SEQUENCE
158,0,480595,480595,Group14.8,19,20000,0,SEQUENCE
159,0,1632479,1632479,Group14.9,19,20000,0,SEQUENCE
160,0,1130,1130,Group15.1,19,20000,0,SEQUENCE
161,0,418334,418334,Group15.10,19,20000,0,SEQUENCE
162,0,438282,438282,Group15.11,19,20000,0,SEQUENCE
163,0,5903,5903,Group15.12,19,20000,0,SEQUENCE
164,0,480912,480912,Group15.13,19,20000,0,SEQUENCE
165,0,1411413,1411413,Group15.14,19,20000,0,SEQUENCE
166,0,1508,1508,Group15.15,19,20000,0,SEQUENCE
167,0,361869,361869,Group15.16,19,20000,0,SEQUENCE
168,0,3861,3861,Group15.17,19,20000,0,SEQUENCE
169,0,2728,2728,Group15.18,19,20000,0,SEQUENCE
170,0,3997324,3997324,Group15.19,19,20000,0,SEQUENCE
171,0,517351,517351,Group15.2,19,20000,0,SEQUENCE
172,0,3785,3785,Group15.20,19,20000,0,SEQUENCE
173,0,4249,4249,Group15.21,19,20000,0,SEQUENCE
174,0,1372,1372,Group15.22,19,20000,0,SEQUENCE
175,0,284689,284689,Group15.3,19,20000,0,SEQUENCE
176,0,6204,6204,Group15.4,19,20000,0,SEQUENCE
177,0,556506,556506,Group15.5,19,20000,0,SEQUENCE
178,0,121753,121753,Group15.6,19,20000,0,SEQUENCE
179,0,3366,3366,Group15.7,19,20000,0,SEQUENCE
180,0,156747,156747,Group15.8,19,20000,0,SEQUENCE
181,0,337943,337943,Group15.9,19,20000,0,SEQUENCE
182,0,391522,391522,Group16.1,19,20000,0,SEQUENCE
183,0,1659631,1659631,Group16.2,19,20000,0,SEQUENCE
184,0,5172,5172,Group16.3,19,20000,0,SEQUENCE
185,0,1927730,1927730,Group16.4,19,20000,0,SEQUENCE
186,0,808006,808006,Group16.5,19,20000,0,SEQUENCE
187,0,778741,778741,Group16.6,19,20000,0,SEQUENCE
188,0,3723,3723,Group16.7,19,20000,0,SEQUENCE
189,0,1230552,1230552,Group16.8,19,20000,0,SEQUENCE
190,0,2088,2088,Group16.9,19,20000,0,SEQUENCE
191,0,129034,129034,Group2.1,19,20000,0,SEQUENCE
192,0,1100,1100,Group2.10,19,20000,0,SEQUENCE
193,0,2061970,2061970,Group2.11,19,20000,0,SEQUENCE
194,0,617777,617777,Group2.12,19,20000,0,SEQUENCE
195,0,332023,332023,Group2.13,19,20000,0,SEQUENCE
196,0,195287,195287,Group2.14,19,20000,0,SEQUENCE
197,0,1194135,1194135,Group2.15,19,20000,0,SEQUENCE
198,0,1185,1185,Group2.16,19,20000,0,SEQUENCE
199,0,1519436,1519436,Group2.17,19,20000,0,SEQUENCE
200,0,1291628,1291628,Group2.18,19,20000,0,SEQUENCE
201,0,3883383,3883383,Group2.19,19,20000,0,SEQUENCE
202,0,140176,140176,Group2.2,19,20000,0,SEQUENCE
203,0,4747,4747,Group2.20,19,20000,0,SEQUENCE
204,0,368240,368240,Group2.3,19,20000,0,SEQUENCE
205,0,328018,328018,Group2.4,19,20000,0,SEQUENCE
206,0,311336,311336,Group2.5,19,20000,0,SEQUENCE
207,0,364313,364313,Group2.6,19,20000,0,SEQUENCE
208,0,1328269,1328269,Group2.7,19,20000,0,SEQUENCE
209,0,115413,115413,Group2.8,19,20000,0,SEQUENCE
210,0,411797,411797,Group2.9,19,20000,0,SEQUENCE
211,0,520527,520527,Group3.1,19,20000,0,SEQUENCE
212,0,4222,4222,Group3.10,19,20000,0,SEQUENCE
213,0,3095,3095,Group3.11,19,20000,0,SEQUENCE
214,0,431878,431878,Group3.12,19,20000,0,SEQUENCE
215,0,3838,3838,Group3.13,19,20000,0,SEQUENCE
216,0,1234442,1234442,Group3.14,19,20000,0,SEQUENCE
217,0,877448,877448,Group3.15,19,20000,0,SEQUENCE
218,0,878845,878845,Group3.16,19,20000,0,SEQUENCE
219,0,1698,1698,Group3.17,19,20000,0,SEQUENCE
220,0,430072,430072,Group3.18,19,20000,0,SEQUENCE
221,0,118543,118543,Group3.19,19,20000,0,SEQUENCE
222,0,1468,1468,Group3.2,19,20000,0,SEQUENCE
223,0,721936,721936,Group3.3,19,20000,0,SEQUENCE
224,0,886550,886550,Group3.4,19,20000,0,SEQUENCE
225,0,898175,898175,Group3.5,19,20000,0,SEQUENCE
226,0,1521,1521,Group3.6,19,20000,0,SEQUENCE
227,0,586649,586649,Group3.7,19,20000,0,SEQUENCE
228,0,2218143,2218143,Group3.8,19,20000,0,SEQUENCE
229,0,2515291,2515291,Group3.9,19,20000,0,SEQUENCE
230,0,494196,494196,Group4.1,19,20000,0,SEQUENCE
231,0,297540,297540,Group4.10,19,20000,0,SEQUENCE
232,0,505744,505744,Group4.11,19,20000,0,SEQUENCE
233,0,316586,316586,Group4.12,19,20000,0,SEQUENCE
234,0,2452754,2452754,Group4.13,19,20000,0,SEQUENCE
235,0,1432,1432,Group4.14,19,20000,0,SEQUENCE
236,0,1083,1083,Group4.15,19,20000,0,SEQUENCE
237,0,931507,931507,Group4.16,19,20000,0,SEQUENCE
238,0,2481,2481,Group4.2,19,20000,0,SEQUENCE
239,0,251541,251541,Group4.3,19,20000,0,SEQUENCE
240,0,539690,539690,Group4.4,19,20000,0,SEQUENCE
241,0,1868461,1868461,Group4.5,19,20000,0,SEQUENCE
242,0,1036027,1036027,Group4.6,19,20000,0,SEQUENCE
243,0,380638,380638,Group4.7,19,20000,0,SEQUENCE
244,0,636382,636382,Group4.8,19,20000,0,SEQUENCE
245,0,2252272,2252272,Group4.9,19,20000,0,SEQUENCE
246,0,538369,538369,Group5.1,19,20000,0,SEQUENCE
247,0,3035,3035,Group5.10,19,20000,0,SEQUENCE
248,0,733210,733210,Group5.11,19,20000,0,SEQUENCE
249,0,1195175,1195175,Group5.12,19,20000,0,SEQUENCE
250,0,541176,541176,Group5.13,19,20000,0,SEQUENCE
251,0,2810164,2810164,Group5.14,19,20000,0,SEQUENCE
252,0,301006,301006,Group5.15,19,20000,0,SEQUENCE
253,0,129462,129462,Group5.16,19,20000,0,SEQUENCE
254,0,1401,1401,Group5.17,19,20000,0,SEQUENCE
255,0,875206,875206,Group5.18,19,20000,0,SEQUENCE
256,0,1001,1001,Group5.19,19,20000,0,SEQUENCE
257,0,1670252,1670252,Group5.2,19,20000,0,SEQUENCE
258,0,688614,688614,Group5.20,19,20000,0,SEQUENCE
259,0,2218,2218,Group5.3,19,20000,0,SEQUENCE
260,0,350927,350927,Group5.4,19,20000,0,SEQUENCE
261,0,487594,487594,Group5.5,19,20000,0,SEQUENCE
262,0,118121,118121,Group5.6,19,20000,0,SEQUENCE
263,0,471528,471528,Group5.7,19,20000,0,SEQUENCE
264,0,753445,753445,Group5.8,19,20000,0,SEQUENCE
265,0,1741368,1741368,Group5.9,19,20000,0,SEQUENCE
266,0,792224,792224,Group6.1,19,20000,0,SEQUENCE
267,0,497625,497625,Group6.10,19,20000,0,SEQUENCE
268,0,103332,103332,Group6.11,19,20000,0,SEQUENCE
269,0,309087,309087,Group6.12,19,20000,0,SEQUENCE
270,0,214526,214526,Group6.13,19,20000,0,SEQUENCE
271,0,926414,926414,Group6.14,19,20000,0,SEQUENCE
272,0,1255685,1255685,Group6.15,19,20000,0,SEQUENCE
273,0,1206188,1206188,Group6.16,19,20000,0,SEQUENCE
274,0,3060,3060,Group6.17,19,20000,0,SEQUENCE
275,0,264147,264147,Group6.18,19,20000,0,SEQUENCE
276,0,1436,1436,Group6.19,19,20000,0,SEQUENCE
277,0,601795,601795,Group6.2,19,20000,0,SEQUENCE
278,0,2024829,2024829,Group6.20,19,20000,0,SEQUENCE
279,0,1337,1337,Group6.21,19,20000,0,SEQUENCE
280,0,57116,57116,Group6.22,19,20000,0,SEQUENCE
281,0,1557579,1557579,Group6.23,19,20000,0,SEQUENCE
282,0,100753,100753,Group6.24,19,20000,0,SEQUENCE
283,0,11208,11208,Group6.25,19,20000,0,SEQUENCE
284,0,609923,609923,Group6.26,19,20000,0,SEQUENCE
285,0,1186,1186,Group6.27,19,20000,0,SEQUENCE
286,0,803170,803170,Group6.28,19,20000,0,SEQUENCE
287,0,1198,1198,Group6.29,19,20000,0,SEQUENCE
288,0,3395,3395,Group6.3,19,20000,0,SEQUENCE
289,0,377210,377210,Group6.30,19,20000,0,SEQUENCE
290,0,288412,288412,Group6.31,19,20000,0,SEQUENCE
291,0,1066013,1066013,Group6.32,19,20000,0,SEQUENCE
292,0,2665,2665,Group6.33,19,20000,0,SEQUENCE
293,0,2993,2993,Group6.34,19,20000,0,SEQUENCE
294,0,1410,1410,Group6.35,19,20000,0,SEQUENCE
295,0,412425,412425,Group6.36,19,20000,0,SEQUENCE
296,0,1322482,1322482,Group6.37,19,20000,0,SEQUENCE
297,0,833959,833959,Group6.38,19,20000,0,SEQUENCE
298,0,1902,1902,Group6.4,19,20000,0,SEQUENCE
299,0,2437,2437,Group6.5,19,20000,0,SEQUENCE
300,0,143107,143107,Group6.6,19,20000,0,SEQUENCE
301,0,351070,351070,Group6.7,19,20000,0,SEQUENCE
302,0,95385,95385,Group6.8,19,20000,0,SEQUENCE
303,0,374254,374254,Group6.9,19,20000,0,SEQUENCE
304,0,154458,154458,Group7.1,19,20000,0,SEQUENCE
305,0,721686,721686,Group7.10,19,20000,0,SEQUENCE
306,0,2387,2387,Group7.11,19,20000,0,SEQUENCE
307,0,467696,467696,Group7.12,19,20000,0,SEQUENCE
308,0,157919,157919,Group7.13,19,20000,0,SEQUENCE
309,0,142312,142312,Group7.14,19,20000,0,SEQUENCE
310,0,296707,296707,Group7.15,19,20000,0,SEQUENCE
311,0,136857,136857,Group7.16,19,20000,0,SEQUENCE
312,0,1089886,1089886,Group7.17,19,20000,0,SEQUENCE
313,0,562811,562811,Group7.18,19,20000,0,SEQUENCE
314,0,553347,553347,Group7.19,19,20000,0,SEQUENCE
315,0,174607,174607,Group7.2,19,20000,0,SEQUENCE
316,0,540293,540293,Group7.20,19,20000,0,SEQUENCE
317,0,2207684,2207684,Group7.21,19,20000,0,SEQUENCE
318,0,1269988,1269988,Group7.22,19,20000,0,SEQUENCE
319,0,3225,3225,Group7.23,19,20000,0,SEQUENCE
320,0,1273449,1273449,Group7.24,19,20000,0,SEQUENCE
321,0,235147,235147,Group7.3,19,20000,0,SEQUENCE
322,0,4615,4615,Group7.4,19,20000,0,SEQUENCE
323,0,764393,764393,Group7.5,19,20000,0,SEQUENCE
324,0,351818,351818,Group7.6,19,20000,0,SEQUENCE
325,0,283291,283291,Group7.7,19,20000,0,SEQUENCE
326,0,3944,3944,Group7.8,19,20000,0,SEQUENCE
327,0,670825,670825,Group7.9,19,20000,0,SEQUENCE
328,0,577322,577322,Group8.1,19,20000,0,SEQUENCE
329,0,969,969,Group8.10,19,20000,0,SEQUENCE
330,0,527723,527723,Group8.11,19,20000,0,SEQUENCE
331,0,305685,305685,Group8.12,19,20000,0,SEQUENCE
332,0,469123,469123,Group8.13,19,20000,0,SEQUENCE
333,0,580575,580575,Group8.14,19,20000,0,SEQUENCE
334,0,127237,127237,Group8.15,19,20000,0,SEQUENCE
335,0,173087,173087,Group8.16,19,20000,0,SEQUENCE
336,0,889749,889749,Group8.17,19,20000,0,SEQUENCE
337,0,3521,3521,Group8.18,19,20000,0,SEQUENCE
338,0,3420,3420,Group8.19,19,20000,0,SEQUENCE
339,0,226759,226759,Group8.2,19,20000,0,SEQUENCE
340,0,1527,1527,Group8.20,19,20000,0,SEQUENCE
341,0,952590,952590,Group8.21,19,20000,0,SEQUENCE
342,0,516453,516453,Group8.3,19,20000,0,SEQUENCE
343,0,217109,217109,Group8.4,19,20000,0,SEQUENCE
344,0,433883,433883,Group8.5,19,20000,0,SEQUENCE
345,0,1922192,1922192,Group8.6,19,20000,0,SEQUENCE
346,0,1987703,1987703,Group8.7,19,20000,0,SEQUENCE
347,0,1011691,1011691,Group8.8,19,20000,0,SEQUENCE
348,0,1618226,1618226,Group8.9,19,20000,0,SEQUENCE
349,0,288952,288952,Group9.1,19,20000,0,SEQUENCE
350,0,4726012,4726012,Group9.10,19,20000,0,SEQUENCE
351,0,3416,3416,Group9.11,19,20000,0,SEQUENCE
352,0,1871057,1871057,Group9.12,19,20000,0,SEQUENCE
353,0,456766,456766,Group9.2,19,20000,0,SEQUENCE
354,0,323336,323336,Group9.3,19,20000,0,SEQUENCE
355,0,454171,454171,Group9.4,19,20000,0,SEQUENCE
356,0,604555,604555,Group9.5,19,20000,0,SEQUENCE
357,0,1493,1493,Group9.6,19,20000,0,SEQUENCE
358,0,1043420,1043420,Group9.7,19,20000,0,SEQUENCE
359,0,792318,792318,Group9.8,19,20000,0,SEQUENCE
360,0,4957,4957,Group9.9,19,20000,0,SEQUENCE
361,0,620839,620839,GroupUn1,19,20000,0,SEQUENCE
362,0,138704,138704,GroupUn10,19,20000,0,SEQUENCE
363,0,53522,53522,GroupUn100,19,20000,0,SEQUENCE
364,0,975,975,GroupUn1000,19,20000,0,SEQUENCE
365,0,1342,1342,GroupUn1001,19,20000,0,SEQUENCE
366,0,1096,1096,GroupUn1002,19,20000,0,SEQUENCE
367,0,1013,1013,GroupUn1003,19,20000,0,SEQUENCE
368,0,1097,1097,GroupUn1004,19,20000,0,SEQUENCE
369,0,1368,1368,GroupUn1005,19,20000,0,SEQUENCE
370,0,991,991,GroupUn1006,19,20000,0,SEQUENCE
371,0,1890,1890,GroupUn1007,19,20000,0,SEQUENCE
372,0,1014,1014,GroupUn1008,19,20000,0,SEQUENCE
373,0,1018,1018,GroupUn1009,19,20000,0,SEQUENCE
374,0,86567,86567,GroupUn101,19,20000,0,SEQUENCE
375,0,1396,1396,GroupUn1010,19,20000,0,SEQUENCE
376,0,1322,1322,GroupUn1011,19,20000,0,SEQUENCE
377,0,1324,1324,GroupUn1012,19,20000,0,SEQUENCE
378,0,11475,11475,GroupUn1013,19,20000,0,SEQUENCE
379,0,1318,1318,GroupUn1014,19,20000,0,SEQUENCE
380,0,1141,1141,GroupUn1015,19,20000,0,SEQUENCE
381,0,1312,1312,GroupUn1016,19,20000,0,SEQUENCE
382,0,18247,18247,GroupUn1017,19,20000,0,SEQUENCE
383,0,1076,1076,GroupUn1018,19,20000,0,SEQUENCE
384,0,957,957,GroupUn1019,19,20000,0,SEQUENCE
385,0,106863,106863,GroupUn102,19,20000,0,SEQUENCE
386,0,1387,1387,GroupUn1020,19,20000,0,SEQUENCE
387,0,1411,1411,GroupUn1021,19,20000,0,SEQUENCE
388,0,1673,1673,GroupUn1022,19,20000,0,SEQUENCE
389,0,1098,1098,GroupUn1023,19,20000,0,SEQUENCE
390,0,1168,1168,GroupUn1024,19,20000,0,SEQUENCE
391,0,1425,1425,GroupUn1025,19,20000,0,SEQUENCE
392,0,1465,1465,GroupUn1026,19,20000,0,SEQUENCE
393,0,929,929,GroupUn1027,19,20000,0,SEQUENCE
394,0,3094,3094,GroupUn1028,19,20000,0,SEQUENCE
395,0,8381,8381,GroupUn1029,19,20000,0,SEQUENCE
396,0,57576,57576,GroupUn103,19,20000,0,SEQUENCE
397,0,1551,1551,GroupUn1030,19,20000,0,SEQUENCE
398,0,986,986,GroupUn1031,19,20000,0,SEQUENCE
399,0,2310,2310,GroupUn1032,19,20000,0,SEQUENCE
400,0,1184,1184,GroupUn1033,19,20000,0,SEQUENCE
401,0,1281,1281,GroupUn1034,19,20000,0,SEQUENCE
402,0,29762,29762,GroupUn1035,19,20000,0,SEQUENCE
403,0,1894,1894,GroupUn1036,19,20000,0,SEQUENCE
404,0,1458,1458,GroupUn1037,19,20000,0,SEQUENCE
405,0,1174,1174,GroupUn1038,19,20000,0,SEQUENCE
406,0,1178,1178,GroupUn1039,19,20000,0,SEQUENCE
407,0,95389,95389,GroupUn104,19,20000,0,SEQUENCE
408,0,878,878,GroupUn1040,19,20000,0,SEQUENCE
409,0,2029,2029,GroupUn1041,19,20000,0,SEQUENCE
410,0,992,992,GroupUn1042,19,20000,0,SEQUENCE
411,0,1245,1245,GroupUn1043,19,20000,0,SEQUENCE
412,0,1502,1502,GroupUn1044,19,20000,0,SEQUENCE
413,0,2157,2157,GroupUn1045,19,20000,0,SEQUENCE
414,0,1255,1255,GroupUn1046,19,20000,0,SEQUENCE
415,0,1411,1411,GroupUn1047,19,20000,0,SEQUENCE
416,0,1498,1498,GroupUn1048,19,20000,0,SEQUENCE
417,0,1033,1033,GroupUn1049,19,20000,0,SEQUENCE
418,0,71541,71541,GroupUn105,19,20000,0,SEQUENCE
419,0,1080,1080,GroupUn1050,19,20000,0,SEQUENCE
420,0,947,947,GroupUn1051,19,20000,0,SEQUENCE
421,0,1112,1112,GroupUn1052,19,20000,0,SEQUENCE
422,0,1524,1524,GroupUn1053,19,20000,0,SEQUENCE
423,0,1454,1454,GroupUn1054,19,20000,0,SEQUENCE
424,0,982,982,GroupUn1055,19,20000,0,SEQUENCE
425,0,1026,1026,GroupUn1056,19,20000,0,SEQUENCE
426,0,1110,1110,GroupUn1057,19,20000,0,SEQUENCE
427,0,876,876,GroupUn1058,19,20000,0,SEQUENCE
428,0,933,933,GroupUn1059,19,20000,0,SEQUENCE
429,0,54791,54791,GroupUn106,19,20000,0,SEQUENCE
430,0,5491,5491,GroupUn1060,19,20000,0,SEQUENCE
431,0,1887,1887,GroupUn1061,19,20000,0,SEQUENCE
432,0,1329,1329,GroupUn1062,19,20000,0,SEQUENCE
433,0,1003,1003,GroupUn1063,19,20000,0,SEQUENCE
434,0,1010,1010,GroupUn1064,19,20000,0,SEQUENCE
435,0,1420,1420,GroupUn1065,19,20000,0,SEQUENCE
436,0,1361,1361,GroupUn1066,19,20000,0,SEQUENCE
437,0,1289,1289,GroupUn1067,19,20000,0,SEQUENCE
438,0,1030,1030,GroupUn1068,19,20000,0,SEQUENCE
439,0,997,997,GroupUn1069,19,20000,0,SEQUENCE
440,0,69169,69169,GroupUn107,19,20000,0,SEQUENCE
441,0,1059,1059,GroupUn1070,19,20000,0,SEQUENCE
442,0,1449,1449,GroupUn1071,19,20000,0,SEQUENCE
443,0,1177,1177,GroupUn1072,19,20000,0,SEQUENCE
444,0,1041,1041,GroupUn1073,19,20000,0,SEQUENCE
445,0,1389,1389,GroupUn1074,19,20000,0,SEQUENCE
446,0,1174,1174,GroupUn1075,19,20000,0,SEQUENCE
447,0,970,970,GroupUn1076,19,20000,0,SEQUENCE
448,0,1569,1569,GroupUn1077,19,20000,0,SEQUENCE
449,0,1231,1231,GroupUn1078,19,20000,0,SEQUENCE
450,0,8118,8118,GroupUn1079,19,20000,0,SEQUENCE
451,0,25221,25221,GroupUn108,19,20000,0,SEQUENCE
452,0,990,990,GroupUn1080,19,20000,0,SEQUENCE
453,0,3622,3622,GroupUn1081,19,20000,0,SEQUENCE
454,0,1031,1031,GroupUn1082,19,20000,0,SEQUENCE
455,0,1040,1040,GroupUn1083,19,20000,0,SEQUENCE
456,0,979,979,GroupUn1084,19,20000,0,SEQUENCE
457,0,1041,1041,GroupUn1085,19,20000,0,SEQUENCE
458,0,974,974,GroupUn1086,19,20000,0,SEQUENCE
459,0,1147,1147,GroupUn1087,19,20000,0,SEQUENCE
